0,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics
558,5,3,2,3,3,2,3,4,4,2,2,2,4,4,4,3,3,1,2,5,3,4,5,5,5,2,3,3,4,3,5,5,4,1,1,1
559,,2,3,1,2,2,4,4,2,1,1,1,2,2,3,2,5,2,2,3,1,2,5,4,2,2,5,5,3,1,2,3,3,2,2,2
560,5,3,5,2,2,1,2,2,4,2,1,5,3,1,2,1,1,1,1,5,4,5,5,5,2,1,3,3,1,1,2,1,1,1,1,1
561,5,5,4,3,3,4,3,4,3,4,4,4,4,3,4,3,4,2,3,3,1,2,5,5,4,3,5,5,5,4,5,1,2,3,1,2
562,5,3,4,3,3,4,2,4,4,1,3,5,3,4,4,2,4,4,3,4,3,4,5,2,5,5,4,4,4,3,4,4,4,4,2,3
563,5,5,5,3,2,2,2,4,3,3,3,5,1,2,2,2,,1,1,5,4,4,5,3,3,4,2,2,3,3,4,3,1,2,1,3
564,5,4,4,1,3,3,1,4,5,2,3,5,3,1,3,3,1,2,1,5,4,4,5,3,3,5,4,3,3,3,5,5,2,1,1,2
565,5,5,5,1,1,1,1,1,5,1,5,3,3,1,2,1,1,2,1,5,1,5,5,3,5,5,5,5,5,1,5,3,1,5,2,2
566,5,3,5,2,2,2,3,4,2,1,2,2,2,2,2,2,2,3,3,5,3,5,5,5,5,3,5,5,3,2,5,1,3,1,2,1
567,5,3,3,2,2,2,3,2,2,1,1,4,3,1,2,1,3,2,1,5,1,2,5,5,2,4,3,3,2,3,5,4,4,2,3,1
568,5,4,4,2,2,1,1,3,3,2,2,3,4,2,3,2,2,2,1,4,4,3,5,3,2,3,3,3,,1,4,1,2,1,3,2
569,5,4,5,2,1,2,1,5,3,1,1,3,1,1,1,3,3,3,1,5,2,3,5,5,1,1,2,4,5,1,3,1,1,1,1,1
570,5,3,4,4,2,3,2,3,3,2,2,2,3,1,2,3,3,2,1,5,2,2,5,5,4,3,4,4,4,2,3,4,5,4,3,4
571,5,3,3,1,1,2,1,3,3,1,2,2,1,1,3,2,2,1,1,5,4,2,5,3,1,5,3,3,3,1,5,4,3,2,1,1
572,3,5,4,2,1,2,3,4,1,3,2,5,3,2,1,1,,4,1,4,5,2,3,4,5,2,1,1,1,1,5,1,2,1,4,3
573,5,3,3,1,1,4,3,3,3,3,1,2,2,1,2,1,1,1,2,4,1,3,5,4,1,1,3,2,3,1,3,2,4,2,3,1
574,4,3,3,1,1,1,1,2,4,3,3,3,1,1,3,4,1,4,1,5,1,3,5,3,3,4,3,3,5,1,4,3,1,1,1,3
575,5,5,5,3,1,1,3,3,3,1,1,3,2,1,1,2,2,5,1,5,1,3,5,5,1,1,5,5,3,1,3,3,3,2,1,1
576,5,4,3,4,3,4,4,2,4,2,3,2,2,3,3,4,5,2,2,4,2,2,5,3,3,3,5,4,4,3,2,2,5,2,2,3
577,5,3,3,2,4,3,5,3,3,1,2,5,5,2,2,2,2,3,2,5,3,5,5,5,5,5,4,5,5,5,5,3,2,2,3,3
578,5,4,4,2,1,2,5,3,3,1,1,1,1,1,1,1,2,2,1,5,4,4,4,5,4,2,2,3,2,1,2,3,4,4,4,3
579,5,3,3,2,3,2,4,5,2,1,1,4,3,2,4,3,4,1,2,5,3,3,5,5,5,2,5,5,2,2,5,2,2,1,1,1
580,5,3,4,3,2,5,2,5,5,4,3,3,2,5,5,3,2,5,1,5,3,5,5,3,5,2,4,5,4,1,5,5,5,2,5,4
581,5,3,1,1,1,1,1,1,1,1,1,5,3,2,2,2,1,3,1,5,2,3,5,1,5,3,5,5,4,1,4,3,5,3,2,2
582,5,4,2,2,1,1,4,3,4,3,4,4,5,3,2,5,2,5,1,4,2,4,5,2,1,1,4,4,3,1,4,1,4,2,3,1
583,3,3,4,3,1,3,3,2,3,2,1,4,4,4,3,3,3,4,2,5,4,3,3,2,4,4,3,2,4,2,4,5,4,4,3,2
584,5,4,2,1,1,3,4,5,4,1,1,5,3,4,4,2,3,1,1,5,4,5,5,3,5,2,2,2,3,1,5,5,5,5,2,2
585,5,3,4,3,3,2,2,5,3,1,1,2,3,3,3,1,4,4,2,4,1,4,5,5,3,3,5,5,4,1,4,3,2,2,2,2
586,5,3,3,3,3,3,2,3,4,3,1,3,2,4,4,3,4,4,2,4,1,4,5,5,4,5,4,4,3,1,5,2,2,2,1,1
587,5,5,5,3,4,4,3,2,3,4,2,1,3,2,1,5,3,5,1,5,1,5,2,3,5,4,5,5,5,2,4,4,2,5,1,1
588,5,3,2,1,1,1,1,2,4,4,5,3,4,1,3,2,1,2,1,4,5,3,3,3,4,5,2,2,2,3,4,4,3,1,1,2
589,5,3,4,1,1,2,5,2,1,1,1,4,1,1,2,1,5,1,2,5,3,3,5,5,2,2,5,5,3,1,3,3,3,2,1,1
590,5,4,1,1,1,3,4,1,5,5,5,1,2,1,5,3,2,2,2,5,3,4,5,4,3,5,5,4,5,1,3,5,4,3,1,1
591,5,3,3,2,3,3,4,3,5,4,3,1,4,4,5,3,4,1,2,5,4,4,4,2,5,4,4,2,3,2,4,4,4,3,5,5
592,4,3,3,3,2,1,5,4,1,1,1,4,2,4,2,2,5,1,2,3,1,1,5,2,4,2,3,4,5,2,4,3,5,4,1,2
593,5,3,3,3,1,3,3,4,1,1,1,4,2,2,2,2,5,4,1,4,1,4,5,5,3,3,5,1,3,1,1,3,5,5,1,1
594,5,3,2,3,1,4,3,2,5,3,2,2,4,3,3,4,4,1,2,4,4,4,5,3,1,3,4,3,4,1,2,2,4,1,1,2
595,5,3,2,3,1,5,1,3,4,1,4,2,2,4,1,5,1,1,3,4,2,3,2,3,3,3,3,3,4,1,2,5,4,2,2,2
596,5,5,1,1,1,1,3,1,4,4,5,1,4,1,2,1,1,1,1,5,5,3,5,1,4,5,3,4,2,1,3,4,5,1,1,1
597,5,3,4,1,1,2,1,4,3,1,1,4,4,2,2,2,2,5,1,3,4,4,4,4,4,3,4,4,4,2,4,2,4,1,1,2
598,5,4,4,2,2,2,2,5,5,2,3,4,2,2,4,3,3,3,2,5,4,4,5,3,3,3,4,5,2,2,5,2,2,2,2,2
599,4,3,4,2,3,2,1,3,4,2,4,4,3,3,3,2,5,3,2,5,3,4,5,4,3,1,5,4,2,3,4,3,2,1,2,2
600,5,4,5,3,4,2,2,5,4,3,3,4,4,2,4,4,2,3,1,5,4,5,5,3,4,5,5,5,5,3,5,4,3,3,4,2
601,5,3,2,1,1,5,3,4,4,4,3,5,5,2,2,4,1,4,1,5,1,1,4,4,1,4,5,5,4,2,2,2,5,3,1,1
602,5,3,1,4,3,4,3,2,4,1,2,1,1,4,5,5,4,1,2,5,1,2,3,4,1,2,5,4,3,1,2,3,3,1,2,1
603,4,4,4,2,3,2,2,5,4,4,2,3,1,4,4,3,3,3,1,5,5,4,5,3,5,4,3,4,3,2,4,4,4,3,2,3
604,5,4,3,2,2,3,4,4,4,2,2,5,3,4,2,4,4,4,2,,2,2,5,4,2,2,4,4,4,2,3,3,2,2,2,1
605,5,3,3,2,2,1,3,4,4,1,5,4,4,2,2,5,2,1,1,5,5,5,5,5,4,1,5,5,4,2,4,5,5,1,1,1
606,5,3,1,5,5,2,3,3,5,3,4,1,3,3,4,1,1,1,2,5,1,4,5,3,3,1,5,5,5,5,5,3,2,2,2,5
607,4,3,3,2,1,2,2,5,4,1,2,2,1,2,3,2,2,1,2,5,3,4,5,2,4,3,4,4,5,1,4,2,2,1,2,2
608,3,3,3,1,3,3,3,4,3,3,3,1,3,3,4,1,4,1,2,4,1,5,5,3,1,2,3,4,4,1,5,4,3,5,1,2
609,3,4,2,4,2,4,2,5,1,,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
610,4,3,3,2,2,5,2,3,3,2,2,5,2,3,2,3,2,4,3,3,1,2,5,4,3,5,4,4,5,5,5,5,5,2,5,2
611,5,4,3,2,2,3,2,4,5,4,2,2,2,4,5,4,2,3,2,4,3,3,5,4,5,3,3,4,4,3,4,2,2,3,2,2
612,5,3,3,2,1,1,1,5,3,1,1,3,2,1,2,1,1,3,1,5,4,4,5,4,4,3,4,4,2,1,3,3,5,3,3,1
613,5,3,5,1,1,3,2,3,4,3,3,4,4,3,2,3,5,5,3,3,4,4,4,4,3,5,5,5,5,5,5,4,3,4,3,4
614,5,2,3,2,2,2,1,3,4,3,1,5,2,4,3,4,4,3,1,5,4,2,4,3,2,3,4,5,2,1,3,4,5,2,1,1
615,5,3,4,1,1,3,2,4,4,1,1,1,4,5,3,1,2,5,1,5,1,3,5,5,4,1,5,5,4,1,4,3,5,4,1,1
616,5,3,3,3,1,5,4,4,5,2,3,2,2,5,3,5,3,3,2,5,2,3,3,3,5,2,4,3,4,2,4,2,4,2,2,3
617,3,3,4,1,5,4,1,3,5,3,2,1,4,3,5,1,4,4,1,5,5,5,5,1,4,5,4,4,5,2,5,4,4,2,3,4
618,5,3,3,2,4,5,5,3,4,1,1,1,2,2,1,1,5,1,5,4,2,2,4,4,2,4,2,2,4,1,1,3,5,5,1,1
619,5,5,5,4,2,5,5,5,5,1,1,5,5,5,1,3,5,1,5,5,5,5,5,3,5,1,3,5,5,1,5,5,1,5,1,1
620,5,1,3,3,1,5,4,3,3,2,2,3,2,3,3,2,3,2,5,5,2,4,4,2,2,5,3,3,5,2,4,3,2,2,5,5
621,5,3,2,1,1,5,2,4,4,1,3,4,1,1,3,3,2,2,1,5,2,2,4,1,2,4,1,1,4,2,3,4,3,3,1,1
622,4,1,4,1,2,2,2,1,3,4,1,1,1,1,2,5,2,5,1,5,4,3,5,4,5,1,2,4,4,1,2,1,1,1,1,1
623,5,3,5,4,4,5,5,5,4,2,4,3,4,4,5,3,3,4,3,5,1,2,5,5,5,4,5,5,3,3,5,2,3,3,1,1
624,5,4,2,3,3,1,1,1,2,2,3,5,4,3,2,1,1,1,1,5,4,3,5,1,3,4,5,5,,2,4,5,2,1,1,1
625,5,2,3,1,2,1,2,5,5,2,1,4,2,2,4,1,2,1,1,5,4,3,5,5,3,1,4,4,3,1,3,3,5,1,1,1
626,5,4,5,3,2,3,3,5,2,1,3,4,1,2,4,3,5,2,1,5,2,3,5,5,3,1,5,5,3,1,4,2,3,3,3,1
627,5,3,4,2,2,1,1,3,3,2,1,4,4,4,2,2,3,4,2,5,4,4,4,4,2,5,5,5,3,1,2,2,4,2,2,2
628,5,5,4,4,3,1,4,2,1,1,1,1,2,3,3,4,3,2,1,5,3,2,5,5,2,1,4,4,1,3,2,3,3,3,3,1
629,4,4,3,1,1,2,2,3,5,5,5,4,4,3,3,3,3,2,1,5,3,4,4,2,5,4,4,5,5,5,5,2,4,2,4,4
630,5,3,5,3,2,2,2,4,4,1,1,5,3,2,2,2,5,3,2,5,4,4,5,4,1,3,5,5,2,1,3,2,1,4,1,1
631,5,5,4,1,3,2,3,5,4,3,2,4,5,4,4,2,5,5,1,4,3,1,5,5,1,1,5,5,5,1,1,3,4,1,3,1
632,5,3,5,2,1,4,5,4,5,3,2,2,2,3,2,3,5,3,3,5,1,4,5,5,,3,5,5,3,2,4,3,3,3,4,3
633,5,4,4,3,2,2,2,4,3,3,2,5,2,2,3,3,2,4,2,4,2,3,4,2,2,4,3,3,4,2,4,4,4,2,3,3
634,5,4,3,5,3,1,1,4,3,1,1,2,3,3,2,1,3,1,1,5,1,1,5,3,3,2,4,4,3,3,5,1,1,1,1,1
635,5,3,3,4,2,4,4,4,3,2,2,4,3,4,3,4,3,2,3,4,1,2,4,5,2,3,5,4,3,1,2,3,3,2,2,2
636,4,2,4,4,2,3,4,4,4,1,1,2,4,4,4,1,4,1,2,4,1,4,3,3,2,1,2,3,3,1,1,4,3,3,1,3
637,5,3,3,5,4,3,3,4,4,1,4,5,5,3,5,5,5,3,4,5,4,4,1,5,1,4,2,3,5,4,5,5,,3,1,1
638,5,2,2,3,2,4,3,5,5,2,5,2,1,2,2,1,1,2,3,,3,4,4,3,4,5,2,3,5,2,4,4,4,2,5,5
639,5,3,3,3,2,2,5,5,5,3,5,4,4,3,4,3,3,1,3,4,5,4,5,4,2,2,5,5,4,3,3,4,3,2,1,1
640,5,3,2,1,2,1,1,1,5,5,3,1,2,5,5,5,1,1,1,5,3,3,5,3,3,5,3,4,4,3,5,2,1,1,3,1
641,5,4,5,2,2,4,3,5,5,4,5,5,2,1,1,1,1,1,1,5,1,3,5,5,5,2,1,1,5,1,1,4,5,3,3,3
642,5,3,3,3,3,3,3,4,3,2,2,5,4,3,3,3,3,3,3,5,3,3,5,3,5,5,3,5,4,3,5,2,2,2,2,2
643,4,3,4,4,2,5,5,3,3,2,2,2,2,1,1,3,3,3,5,4,1,3,4,2,5,1,4,2,5,1,4,3,1,2,4,5
644,5,3,4,2,1,,3,4,5,1,1,4,1,3,4,1,5,2,4,5,1,2,5,5,4,2,3,5,5,1,4,4,4,4,2,2
645,4,5,3,3,2,2,2,5,4,2,2,4,4,2,2,1,3,1,2,5,2,2,5,5,2,5,5,5,5,3,5,3,3,3,4,2
646,5,4,4,2,1,4,4,3,2,1,1,4,2,3,2,4,4,5,3,4,1,4,5,1,4,5,3,3,5,4,5,5,2,5,3,4
647,4,3,3,1,2,3,4,4,4,1,1,3,2,2,3,1,3,2,2,5,4,4,5,3,4,4,4,5,4,2,4,2,2,2,1,1
648,5,3,3,1,3,5,4,5,3,1,1,5,2,4,5,3,5,1,1,5,1,3,5,5,3,4,5,5,3,1,5,5,4,1,1,1
649,5,4,5,5,2,2,5,4,3,1,1,3,2,2,4,1,5,2,2,5,3,3,5,5,4,4,4,3,3,1,3,2,2,1,2,1
650,5,3,5,2,2,2,2,3,3,3,3,4,4,4,4,3,3,2,2,5,4,3,5,4,3,2,3,4,4,2,2,3,4,2,1,1
651,5,3,4,1,1,1,2,4,2,1,1,4,2,1,2,1,2,3,1,5,5,5,5,2,5,4,2,5,3,3,5,3,3,1,4,4
652,5,4,4,2,2,3,2,3,3,2,2,4,3,3,3,3,4,4,3,5,3,4,5,3,3,4,3,3,4,5,5,5,3,5,1,1
653,4,3,3,2,1,3,1,5,4,1,1,1,1,1,2,1,2,1,1,5,1,2,5,2,4,5,3,3,5,1,5,3,2,4,4,2
654,5,3,3,2,2,3,2,3,5,5,2,1,3,4,5,2,4,1,4,5,4,4,5,2,3,3,5,5,4,5,4,3,2,3,1,1
655,4,3,4,3,2,3,2,5,3,2,1,3,2,2,2,2,4,3,2,4,3,4,4,4,2,4,2,2,4,2,4,4,2,4,3,2
656,5,3,3,2,2,2,2,3,5,3,4,3,4,2,3,3,2,4,1,5,1,2,4,4,2,3,3,4,2,1,2,1,2,1,3,1
657,5,3,2,2,2,4,2,2,5,3,3,2,1,4,4,3,1,1,4,5,4,3,4,5,3,3,3,3,4,3,3,5,5,5,5,5
658,5,3,4,1,1,1,3,5,3,1,2,4,2,1,2,2,2,1,1,5,1,2,5,5,2,1,5,5,4,1,3,1,5,1,1,1
659,5,3,5,2,2,3,2,2,2,2,1,5,2,3,2,3,2,4,1,5,2,2,5,2,4,1,5,5,5,3,3,1,3,3,5,3
660,5,2,2,1,1,3,3,4,5,4,4,2,1,3,3,5,2,1,2,2,1,2,5,4,5,5,2,1,4,3,3,2,2,4,3,3
661,5,3,2,2,1,3,1,4,5,3,4,3,5,4,3,3,2,1,2,5,4,2,5,5,2,1,5,5,4,2,2,5,4,2,2,1
662,5,4,3,1,1,2,3,3,1,1,1,2,1,1,1,1,1,2,1,3,4,4,4,3,2,3,3,4,2,1,3,4,4,1,2,2
663,5,4,3,2,2,1,3,4,4,1,1,3,4,1,3,1,1,2,2,4,2,3,5,3,3,4,3,3,2,1,3,3,2,1,4,2
664,5,3,3,3,2,4,3,,3,4,5,3,4,3,3,4,3,2,2,4,4,4,4,3,5,3,5,5,3,3,4,4,3,2,3,3
665,5,2,3,4,4,3,4,1,2,1,1,1,2,3,4,3,5,1,3,5,1,2,5,5,1,3,5,4,4,4,4,3,2,2,1,1
666,5,3,1,2,1,3,1,2,5,5,5,5,5,3,5,5,3,4,4,5,2,3,5,3,2,4,2,3,4,3,2,4,4,4,1,1
667,5,3,2,1,2,2,2,2,5,3,2,1,1,1,4,5,1,1,1,4,5,3,5,4,5,2,3,4,4,2,2,3,4,3,1,1
668,5,3,2,1,1,5,3,1,2,1,3,5,4,4,1,2,2,1,2,3,2,2,5,2,2,2,2,2,5,2,2,5,4,4,2,2
669,5,3,1,2,3,4,2,2,5,5,1,2,2,4,5,5,4,1,2,4,4,4,2,2,5,3,4,3,5,1,2,2,5,2,4,4
670,4,3,4,2,3,3,4,3,3,3,4,4,3,3,3,4,4,4,2,4,4,4,4,3,4,5,4,4,2,2,4,4,4,2,2,2
671,5,3,3,2,2,2,3,3,3,3,1,2,3,3,2,2,5,2,2,3,3,4,3,2,2,4,3,3,4,3,3,3,4,3,2,2
672,5,3,3,3,3,2,3,3,3,1,1,4,4,4,4,4,4,4,3,4,2,2,5,5,4,3,3,2,4,2,4,3,4,3,3,3
673,3,1,2,4,2,5,5,4,4,2,2,1,1,3,2,3,3,1,5,4,5,5,4,4,2,4,3,2,4,2,1,3,2,3,1,1
674,4,3,2,2,1,3,4,5,4,2,1,3,2,4,4,3,4,1,4,4,3,3,4,4,1,2,3,3,3,2,1,3,5,2,1,1
675,5,4,3,3,1,3,1,3,5,3,3,4,1,1,3,1,3,1,1,4,1,4,4,3,1,5,2,5,5,1,2,1,2,4,3,3
676,5,3,3,3,3,3,5,5,4,2,1,2,2,2,3,1,3,3,2,5,2,3,5,5,2,5,5,5,1,1,3,3,3,2,2,2
677,5,4,2,2,1,2,2,1,2,2,1,2,1,2,1,5,2,2,2,5,1,2,2,3,1,2,3,4,5,1,3,3,1,1,1,1
678,4,3,3,2,1,3,3,4,3,2,3,3,3,2,3,1,4,1,1,5,5,5,5,5,3,5,5,5,5,3,3,5,2,3,4,1
679,5,3,2,3,3,3,3,2,5,5,4,1,5,3,4,4,4,1,5,3,4,2,5,4,3,1,5,5,5,3,3,5,3,1,2,2
680,5,3,2,2,1,2,2,1,5,2,5,3,5,4,5,5,2,3,1,5,5,3,5,5,3,3,5,5,5,1,1,3,4,2,1,1
681,5,4,4,3,4,2,4,5,5,2,3,5,5,2,5,2,5,5,1,5,5,4,5,4,3,2,5,5,4,3,3,4,4,1,3,2
682,5,5,4,3,2,4,4,3,5,5,4,4,5,4,3,4,4,4,4,4,1,4,4,4,3,3,4,4,4,2,4,3,4,1,2,4
683,4,4,4,2,3,3,3,4,4,3,4,3,4,3,4,3,2,5,2,5,2,4,4,2,4,5,5,4,4,3,5,3,3,2,4,2
684,5,3,2,5,5,3,3,5,5,4,3,3,3,3,5,1,5,1,1,5,1,1,5,5,5,4,5,5,5,5,5,4,4,1,1,1
685,5,5,5,1,1,2,3,5,4,1,2,4,2,2,3,2,4,1,1,5,2,4,5,4,2,1,5,3,1,1,2,2,1,1,3,1
686,5,3,3,2,3,3,4,4,3,2,3,4,3,4,4,1,4,3,2,5,1,2,5,4,4,4,5,1,4,3,4,3,3,3,2,1
687,2,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3
688,5,3,3,1,2,3,3,3,5,4,4,5,,3,5,3,2,1,1,5,2,3,5,4,2,3,4,5,3,1,4,3,2,3,1,3
689,5,4,4,3,1,3,4,4,5,1,5,3,1,1,2,1,4,1,1,5,3,5,5,5,1,3,5,5,3,1,1,3,5,1,3,1
690,5,3,3,1,2,2,1,4,4,1,2,4,2,2,2,2,4,3,2,5,3,3,5,4,3,3,3,5,5,3,5,5,3,3,3,1
691,5,4,4,1,2,3,2,2,4,1,3,3,3,3,4,4,3,3,2,5,2,4,4,2,4,3,2,3,3,4,4,4,4,3,3,2
692,5,3,4,2,2,2,3,3,4,4,2,4,2,4,5,5,4,2,2,5,3,4,5,4,3,3,5,4,2,2,2,3,2,1,1,1
693,5,3,2,3,3,3,3,4,5,5,4,4,3,4,4,4,2,2,2,5,2,5,5,3,5,5,3,4,5,3,5,5,5,5,3,3
694,5,3,3,2,2,3,2,4,3,2,1,4,3,3,3,3,4,4,1,4,5,5,5,2,2,1,3,3,1,1,3,2,4,2,1,1
695,5,3,3,3,4,5,2,3,5,4,2,3,3,5,5,1,5,4,3,5,4,5,5,3,4,5,4,4,5,2,4,5,5,5,5,3
696,5,4,4,2,2,3,5,5,4,2,2,5,3,4,4,4,4,3,4,4,1,1,5,5,3,2,5,5,3,1,5,4,5,2,2,2
697,5,3,3,5,3,1,5,5,3,1,1,3,1,3,,1,3,3,1,5,1,3,5,5,3,1,5,3,5,1,2,3,3,2,2,1
698,5,3,3,1,1,3,3,4,5,3,5,3,1,1,2,2,3,1,2,5,2,4,5,4,2,5,3,3,2,1,5,2,1,2,4,1
699,5,5,5,4,1,3,3,5,3,1,1,5,5,3,2,2,5,2,2,5,1,1,5,5,1,2,4,3,2,1,4,3,5,3,1,2
700,5,3,4,3,1,2,3,5,3,1,2,3,3,2,2,1,5,2,1,5,2,1,5,3,1,2,4,5,2,1,1,2,3,2,1,1
701,5,3,3,3,2,1,1,1,4,2,1,4,2,1,2,1,4,1,1,5,3,3,2,5,1,4,5,5,4,1,5,3,3,1,1,1
702,5,5,5,4,3,4,2,2,2,1,1,2,2,3,3,2,3,5,4,5,1,5,3,4,5,5,5,5,5,3,5,5,5,3,3,3
703,5,2,1,3,3,5,2,4,5,5,2,1,1,2,3,3,3,1,4,4,3,5,5,2,5,5,5,5,5,2,5,5,5,5,5,5
704,4,3,3,3,3,3,2,3,4,4,4,3,5,3,3,3,3,1,2,5,5,5,4,2,3,5,4,4,4,5,5,3,2,2,1,1
705,5,3,4,2,1,2,4,5,5,1,2,4,5,2,4,3,5,2,1,5,1,3,5,5,2,2,5,4,3,1,3,2,4,1,1,1
706,5,4,5,1,2,4,3,3,5,3,4,3,5,4,4,5,3,3,2,5,3,3,5,4,4,4,4,5,5,2,4,4,5,3,4,5
707,5,3,4,2,3,3,4,5,4,2,1,4,3,2,1,3,2,3,2,4,4,4,5,2,3,5,2,3,4,2,4,2,2,4,1,1
708,5,3,2,2,1,3,4,3,4,5,2,2,2,2,3,4,2,2,4,3,3,4,4,3,2,5,3,2,5,2,3,2,3,1,3,2
709,5,4,2,1,1,2,3,5,3,1,1,5,4,1,1,4,1,4,1,5,4,4,5,3,4,2,3,3,3,1,5,2,3,3,3,3
710,5,3,3,2,2,2,2,3,5,5,3,4,3,4,4,5,4,2,2,5,3,4,5,4,2,2,5,4,2,2,3,2,2,2,1,1
711,4,4,4,3,3,2,2,5,4,1,2,4,5,3,2,2,2,1,1,5,5,5,5,4,4,4,5,5,5,3,5,3,5,2,5,4
712,4,3,3,3,4,2,2,4,4,2,3,2,4,2,4,1,4,1,1,3,1,2,2,4,2,1,4,4,5,3,3,3,2,1,1,1
713,5,3,2,2,2,2,4,4,3,1,1,1,1,3,2,2,4,1,3,5,4,4,5,5,4,1,4,5,2,1,5,1,5,1,1,1
714,5,3,3,4,4,3,3,3,4,1,5,4,5,5,5,5,4,2,2,3,3,3,4,4,1,4,1,1,5,3,2,5,4,4,1,1
715,5,3,5,3,3,1,3,3,5,1,1,4,5,1,3,3,3,3,1,5,2,3,5,4,3,3,5,5,4,1,2,3,3,2,3,2
716,4,3,2,3,3,3,4,2,5,5,4,1,4,3,3,2,3,1,3,5,2,4,4,3,5,5,4,5,4,2,4,4,1,3,2,3
717,5,3,2,4,5,5,3,2,3,2,1,4,5,3,3,2,2,3,3,4,4,4,4,4,4,5,3,3,5,4,4,5,5,5,5,5
718,5,3,1,1,1,4,3,4,4,2,1,1,1,3,3,3,1,1,1,5,3,3,4,3,3,1,3,3,3,1,3,3,3,1,3,1
719,5,4,3,2,2,4,3,5,5,4,5,2,3,5,3,3,2,,4,5,3,3,5,2,4,3,3,2,4,4,5,3,3,2,1,1
720,4,3,3,1,3,3,1,5,3,3,2,2,3,2,2,2,2,3,1,5,3,5,3,3,3,5,3,3,5,3,4,3,3,2,4,2
721,4,3,4,2,1,5,3,3,2,4,2,4,4,5,3,5,4,2,4,5,1,5,4,4,3,2,5,5,4,1,4,5,4,3,2,3
722,5,3,3,5,1,5,3,4,4,1,1,1,1,3,3,4,3,1,2,4,1,1,4,3,1,1,3,3,4,1,4,1,1,4,3,2
723,5,3,3,3,2,5,3,5,5,2,2,4,3,5,4,5,5,2,2,5,1,4,3,3,3,5,5,4,5,2,1,3,3,3,2,2
724,5,3,4,2,3,3,4,5,4,1,1,2,1,4,3,2,2,1,2,5,1,4,5,5,3,3,5,5,4,2,2,5,3,4,3,1
725,4,3,5,3,3,2,5,5,3,2,2,3,3,3,4,2,5,2,3,5,3,4,5,5,3,2,4,4,3,2,3,2,4,2,2,2
726,5,4,4,2,2,4,1,4,2,1,1,4,1,4,2,4,3,3,1,5,1,2,4,1,3,4,1,1,4,1,3,5,3,5,1,3
727,5,3,2,4,2,1,1,5,2,1,1,5,5,3,2,1,2,4,1,5,5,4,5,3,2,4,3,4,1,2,5,2,5,2,1,1
728,5,2,2,1,3,1,1,5,5,3,3,2,2,3,3,1,5,5,1,3,3,3,5,3,2,3,4,4,4,4,5,1,1,1,3,3
729,5,4,5,1,3,2,5,5,2,1,1,5,2,2,3,3,2,3,1,5,5,3,5,3,1,5,4,4,5,1,5,5,3,2,5,1
730,5,3,2,2,2,5,4,4,5,4,3,4,4,3,5,4,3,3,3,,3,3,5,3,3,4,4,4,4,4,4,4,4,2,4,4
731,5,4,1,2,1,3,3,1,5,5,5,3,3,4,2,4,1,1,2,5,4,5,3,5,5,5,3,3,4,2,3,5,5,5,1,1
732,5,3,3,2,2,3,2,4,4,1,2,4,3,4,4,5,3,2,2,5,4,4,5,3,1,4,3,4,4,1,2,4,2,3,4,2
733,5,4,2,1,1,4,2,3,3,2,2,4,3,4,3,2,3,2,2,4,2,2,5,4,4,2,2,2,4,2,5,5,4,5,3,2
734,4,3,3,5,5,5,4,3,4,2,1,1,4,4,4,3,5,1,4,5,1,1,4,5,4,3,5,4,4,3,2,5,5,5,5,3
735,5,3,3,4,5,5,5,3,2,2,1,1,2,3,3,2,4,1,5,4,1,3,4,3,4,2,5,5,3,2,3,3,2,1,5,3
736,2,1,1,3,2,4,2,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,3,4,2,2,3,1,4,2,2,4,4,3,3,3
737,4,3,5,2,4,5,5,4,5,4,3,2,2,4,5,2,5,2,4,5,3,3,4,4,4,4,5,5,4,3,3,5,5,4,2,3
738,5,1,3,2,1,3,4,3,4,2,1,1,1,4,5,4,4,3,2,5,2,4,3,4,3,3,4,5,2,1,3,4,4,1,1,1
739,5,5,4,1,1,1,1,3,5,4,2,5,1,1,4,1,1,,2,5,5,5,5,1,1,5,1,2,2,4,5,1,1,3,4,4
740,5,5,3,3,4,4,4,4,5,5,3,1,2,2,5,2,3,3,4,5,5,4,5,2,5,5,5,5,4,5,5,5,4,5,5,5
741,4,3,5,2,2,2,2,4,4,2,1,5,2,3,3,3,3,2,1,5,3,5,5,2,4,5,3,3,4,3,5,4,3,5,3,2
742,5,3,3,5,1,5,3,3,3,1,1,1,2,5,4,4,4,1,5,5,1,1,4,4,2,1,5,4,3,1,3,5,1,1,5,3
743,5,3,1,3,4,5,3,2,4,2,1,3,4,2,3,4,5,5,2,5,2,3,5,4,3,5,5,5,4,5,5,3,5,3,4,3
